0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	-0.333333	0.0444222	0.0444222	0.0444222	0.0444222	0.235154	0.0444222	0.234553	0.0444222	0.0444222	0.0444222	0.0444222	-0.333333	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	0.0444222	
0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	-0.288911	0.0888444	0.0888444	0.0888444	0.0888444	0.279576	0.0888444	0.278975	0.0888444	0.0888444	0.0888444	0.0888444	-0.288911	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	0.0888444	
0.142198	0.142457	0.143911	0.143549	0.148257	0.133267	0.133267	0.133267	0.146058	0.14616	0.133267	0.150033	0.133267	0.139966	0.140892	0.133267	0.133267	0.133267	0.133267	0.133267	-0.243809	0.137433	0.141615	0.14189	0.141365	0.330285	0.139997	0.327957	0.140271	0.139763	0.142365	0.142838	-0.240667	0.142608	0.13818	0.139021	0.142768	0.133267	0.137148	0.136314	0.141225	0.1382	0.141437	0.140738	0.142244	0.13917	0.137337	0.138676	0.140428	0.134881	0.133267	0.135417	0.137108	0.135546	0.139896	
0.177843	0.174561	0.177481	0.176692	0.183754	0.157462	0.143073	0.147216	0.182034	0.178033	0.144813	0.188379	0.150392	0.170458	0.171074	0.153668	0.148751	0.156629	0.155508	0.156993	0.160061	0.165706	0.172617	0.173022	0.172169	0.168508	0.169498	0.167091	0.170113	0.169999	0.174148	0.175092	0.165028	0.174353	0.166663	0.168221	0.174244	0.159368	0.16532	0.16461	0.172132	0.166872	0.172298	0.171092	0.172975	0.168053	0.164913	0.167355	0.169513	0.161691	0.157516	0.161896	0.164925	0.162792	0.169913	
0.218612	0.207712	0.212732	0.211436	0.220659	0.180845	0.143073	0.162758	0.221239	0.207408	0.277466	0.229868	0.282911	0.201888	0.200435	0.174069	0.164323	0.17991	0.17775	0.180731	0.187053	0.194186	0.203687	0.204138	0.202973	0.196279	0.198361	0.198194	0.199539	0.201287	0.206748	0.208258	0.192901	0.206607	0.194818	0.197302	0.205344	0.187336	0.193788	0.194253	0.203614	0.195439	0.203226	0.201347	0.202546	0.19599	0.191662	0.195317	0.196702	0.189222	0.183075	0.187719	0.192529	0.19063	0.200447	
0.251774	0.232467	0.238136	0.23691	0.242876	0.20495	0.153486	0.177384	0.249525	0.220783	0.492987	0.255669	0.415938	0.227159	0.42727	0.19447	0.179922	0.203168	0.199991	0.204475	0.213695	0.218573	0.226443	0.226623	0.225679	0.217058	0.220364	0.225285	0.221724	0.226393	0.230521	0.232272	0.395744	0.22997	0.217935	0.22056	0.226762	0.216144	0.218545	0.221586	0.227232	0.219044	0.22613	0.224097	0.222548	0.217361	0.214002	0.217758	0.215736	0.215779	0.20886	0.211049	0.215912	0.216505	0.224334	
0.257537	0.234927	0.240597	0.239974	0.244104	0.206901	0.274672	0.175959	0.34109	0.211824	0.710229	0.259596	0.399302	0.228819	0.527498	0.19447	0.180031	0.20307	0.199991	0.204492	0.214854	0.218839	0.226546	0.2266	0.225679	0.215018	0.219968	0.22755	0.221041	0.227625	0.23155	0.233607	0.395777	0.231235	0.217565	0.220359	0.226202	0.218812	0.219033	0.223819	0.227781	0.218918	0.226516	0.22397	0.220799	0.215415	0.212974	0.21734	0.212948	0.217707	0.210167	0.209946	0.214928	0.217419	0.224408	
0.256888	0.236907	0.241009	0.241595	0.243655	0.211468	0.405443	0.171645	0.429349	0.20486	0.710385	0.345723	0.399848	0.22961	0.522087	0.19447	0.180053	0.203052	0.199991	0.204497	0.215116	0.218896	0.226575	0.226595	0.225679	0.214224	0.220671	0.227985	0.220804	0.227801	0.231773	0.234031	0.395825	0.232226	0.217725	0.220286	0.225943	0.219513	0.219201	0.224622	0.227753	0.218896	0.22695	0.223945	0.220286	0.214267	0.213051	0.218171	0.212608	0.219462	0.210325	0.209404	0.213812	0.21759	0.223635	
0.253462	0.238653	0.411696	0.242161	0.242892	0.216414	0.52593	0.167858	0.515722	0.201471	0.50249	0.430901	0.274162	0.22996	0.30958	0.19447	0.180046	0.203058	0.199991	0.204496	0.215048	0.21888	0.226571	0.226596	0.225679	0.214236	0.221942	0.325765	0.220812	0.227712	0.231763	0.234188	0.216857	0.232772	0.218348	0.220286	0.225697	0.219374	0.21924	0.224601	0.227638	0.218904	0.227253	0.22396	0.220364	0.21369	0.213797	0.219642	0.213787	0.221083	0.210496	0.393361	0.212769	0.21724	0.222607	
0.24922	0.24028	0.410773	0.242136	0.242653	0.394891	0.525624	0.166369	0.515684	0.309488	0.283544	0.429093	0.287913	0.230223	0.199273	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.214565	0.223327	0.325901	0.220851	0.227799	0.231852	0.234649	0.21633	0.232863	0.219383	0.220298	0.225271	0.219275	0.219373	0.224326	0.227646	0.218904	0.22734	0.223976	0.22044	0.213338	0.214919	0.221141	0.215405	0.222525	0.211232	0.393536	0.211884	0.216622	0.221713	
0.244941	0.241678	0.41003	0.241821	0.242901	0.397358	0.525792	0.165448	0.429835	0.418064	0.16239	0.34181	0.173735	0.230446	0.193677	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.215012	0.224741	0.326273	0.220859	0.227908	0.23197	0.235558	0.2156	0.23257	0.220751	0.220302	0.22476	0.219276	0.219679	0.224031	0.227595	0.218904	0.227262	0.223998	0.22044	0.212987	0.216565	0.222377	0.394567	0.223696	0.21233	0.394237	0.211223	0.215857	0.220928	
0.241045	0.242704	0.23806	0.241513	0.243815	0.399463	0.52649	0.163864	0.343376	0.526347	0.286792	0.25408	0.186333	0.230522	0.303627	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.215474	0.226254	0.229231	0.220859	0.227956	0.232072	0.236736	0.214921	0.232198	0.222259	0.220302	0.224351	0.219276	0.22008	0.223818	0.227438	0.218904	0.227133	0.224021	0.22044	0.212666	0.218888	0.223331	0.396221	0.224654	0.213617	0.211487	0.210906	0.215009	0.22027	
0.237812	0.243336	0.237602	0.241462	0.440678	0.226871	0.527853	0.285351	0.256274	0.52692	0.408598	0.252839	0.189535	0.230419	0.415873	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.215816	0.228079	0.230831	0.220859	0.227966	0.232134	0.237919	0.214478	0.231839	0.223718	0.220302	0.224118	0.219274	0.220441	0.223828	0.227183	0.218904	0.227031	0.224011	0.22044	0.212548	0.221719	0.224229	0.397745	0.225673	0.214913	0.213751	0.210922	0.214188	0.219668	
0.235264	0.243689	0.237263	0.241692	0.442729	0.229303	0.529448	0.407453	0.254521	0.527663	0.528271	0.250408	0.302927	0.230169	0.52989	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.216024	0.23041	0.233125	0.220859	0.228068	0.232154	0.238899	0.214304	0.231312	0.225203	0.220296	0.224002	0.219268	0.220655	0.224128	0.226747	0.218904	0.226981	0.223928	0.22045	0.21283	0.224716	0.225355	0.221605	0.227077	0.216047	0.21662	0.211338	0.213507	0.218922	
0.23336	0.24386	0.237065	0.242055	0.533401	0.231611	0.530581	0.530331	0.252714	0.528499	0.527644	0.246056	0.512883	0.229894	0.53002	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.216218	0.2331	0.235738	0.220859	0.228351	0.23215	0.239631	0.214309	0.230525	0.226895	0.220287	0.223882	0.219284	0.220701	0.224599	0.429905	0.218917	0.226965	0.223769	0.220457	0.213536	0.227553	0.226867	0.223031	0.229061	0.217268	0.219674	0.212048	0.213004	0.217968	
0.232207	0.243914	0.237206	0.24231	0.493635	0.233517	0.531185	0.529748	0.250673	0.409351	0.527866	0.23923	0.716598	0.326893	0.529124	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.216481	0.235647	0.238007	0.220859	0.228782	0.232149	0.240131	0.214315	0.229537	0.228871	0.220311	0.223701	0.219377	0.220636	0.225027	0.429142	0.218908	0.226928	0.223571	0.220379	0.214598	0.23003	0.228699	0.224863	0.231476	0.321504	0.222713	0.212933	0.212657	0.216863	
0.231762	0.243972	0.238067	0.24228	0.648234	0.234944	0.531214	0.529294	0.248387	0.289673	0.528913	0.229556	0.716498	0.327379	0.608305	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.216819	0.23746	0.239581	0.220859	0.229407	0.232185	0.240327	0.214254	0.22868	0.230919	0.220418	0.223498	0.219577	0.220545	0.225274	0.428383	0.218707	0.226808	0.223401	0.220131	0.21603	0.231996	0.230671	0.227223	0.233985	0.324659	0.225916	0.214677	0.21241	0.215739	
0.231695	0.244191	0.240003	0.241938	0.713404	0.236043	0.531002	0.52935	0.246191	0.172027	0.525598	0.218007	0.619246	0.328896	0.688453	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.21729	0.238385	0.240585	0.220859	0.230326	0.232364	0.240044	0.214185	0.228158	0.232786	0.220619	0.223311	0.219854	0.220475	0.225333	0.224019	0.218254	0.226601	0.223299	0.219707	0.217912	0.233511	0.232552	0.229987	0.236211	0.328987	0.229732	0.217699	0.212258	0.214741	
0.231577	0.244612	0.422271	0.241367	0.647722	0.237022	0.530935	0.529955	0.244452	0.291359	0.611909	0.207298	0.403249	0.234821	0.687928	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.218079	0.238669	0.241183	0.220859	0.231661	0.23275	0.239108	0.214199	0.227947	0.23444	0.220851	0.223154	0.220101	0.220438	0.225254	0.223605	0.217584	0.226358	0.223266	0.219211	0.220335	0.234797	0.234279	0.232803	0.237945	0.231493	0.233692	0.221815	0.212262	0.213968	
0.231259	0.245063	0.425741	0.439577	0.582458	0.401295	0.405919	0.530818	0.243054	0.411076	0.611318	0.199927	0.40399	0.239052	0.608882	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.219299	0.238754	0.241592	0.220853	0.233279	0.233418	0.237611	0.214309	0.227818	0.23601	0.221018	0.223025	0.220199	0.220428	0.225058	0.223364	0.216901	0.226162	0.223265	0.218805	0.223404	0.236076	0.235897	0.235432	0.239172	0.236339	0.237225	0.226439	0.212494	0.213422	
0.230417	0.245326	0.42894	0.439476	0.586575	0.402667	0.282687	0.531646	0.241337	0.529192	0.615824	0.196824	0.403963	0.243512	0.52858	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.220783	0.238744	0.241773	0.220838	0.234656	0.234707	0.235978	0.2147	0.227564	0.2375	0.221058	0.222886	0.220116	0.220437	0.224761	0.223195	0.216426	0.226064	0.223295	0.218581	0.226892	0.237326	0.237346	0.237656	0.239977	0.240306	0.239602	0.230664	0.21294	0.21301	
0.228031	0.245396	0.339781	0.440175	0.49139	0.404278	0.162512	0.399142	0.238522	0.398178	0.530297	0.196684	0.531262	0.442737	0.529935	0.19447	0.180046	0.203058	0.199991	0.204495	0.21503	0.218878	0.226567	0.226597	0.225679	0.426604	0.23836	0.241637	0.220854	0.235368	0.236698	0.234639	0.21567	0.227229	0.238699	0.220992	0.222683	0.219912	0.220452	0.224431	0.223074	0.216204	0.429574	0.223385	0.218521	0.230353	0.238317	0.238507	0.239427	0.240503	0.242925	0.240465	0.234116	0.213498	0.212672	
